M/Msun,R/Rsun,T,Rho,P,L/Lsun,"X,",Y,He3,C12,N14,O16
0.9731124,0.70091,2.31E+06,2.07E-01,6.54E+13,1.00001,0.73248,0.2498,1.00E-04,3.00E-03,8.89E-04,8.23E-03
0.9732164,0.70139,2.31E+06,2.06E-01,6.50E+13,1.00001,0.7327,0.2496,1.00E-04,3.00E-03,8.88E-04,8.22E-03
0.9733201,0.70187,2.30E+06,2.06E-01,6.46E+13,1.00001,0.73293,0.24939,1.00E-04,2.99E-03,8.86E-04,8.21E-03
0.9734235,0.70235,2.30E+06,2.05E-01,6.42E+13,1.00001,0.73316,0.24919,1.00E-04,2.99E-03,8.85E-04,8.20E-03
0.9735265,0.70283,2.29E+06,2.04E-01,6.39E+13,1.00001,0.73339,0.24898,1.00E-04,2.98E-03,8.84E-04,8.19E-03
0.9736293,0.7033,2.29E+06,2.03E-01,6.35E+13,1.00001,0.73362,0.24877,1.00E-04,2.98E-03,8.83E-04,8.18E-03
0.9737317,0.70378,2.28E+06,2.02E-01,6.31E+13,1.00001,0.73385,0.24856,1.00E-04,2.98E-03,8.82E-04,8.17E-03
0.9738337,0.70426,2.28E+06,2.02E-01,6.28E+13,1.00001,0.73409,0.24834,1.00E-04,2.97E-03,8.81E-04,8.16E-03
0.9739355,0.70474,2.27E+06,2.01E-01,6.24E+13,1.00001,0.73433,0.24813,1.00E-04,2.97E-03,8.80E-04,8.15E-03
0.9740369,0.70522,2.27E+06,2.00E-01,6.21E+13,1.00001,0.73457,0.24791,1.00E-04,2.97E-03,8.78E-04,8.14E-03
0.9741381,0.7057,2.27E+06,1.99E-01,6.17E+13,1.00001,0.73481,0.24769,1.00E-04,2.96E-03,8.77E-04,8.13E-03
0.9742389,0.70617,2.26E+06,1.99E-01,6.13E+13,1.00001,0.73506,0.24747,1.00E-04,2.96E-03,8.76E-04,8.12E-03
0.9743394,0.70665,2.26E+06,1.98E-01,6.10E+13,1.00001,0.7353,0.24725,1.00E-04,2.95E-03,8.75E-04,8.11E-03
0.9744395,0.70713,2.25E+06,1.97E-01,6.06E+13,1.00001,0.73555,0.24703,1.00E-04,2.95E-03,8.74E-04,8.09E-03
0.9745394,0.7076,2.25E+06,1.96E-01,6.03E+13,1.00001,0.7358,0.2468,1.00E-04,2.95E-03,8.72E-04,8.08E-03
0.9746389,0.70808,2.24E+06,1.96E-01,5.99E+13,1.00001,0.73606,0.24657,1.00E-04,2.94E-03,8.71E-04,8.07E-03
0.9747381,0.70856,2.24E+06,1.95E-01,5.96E+13,1.00001,0.73631,0.24634,1.00E-04,2.94E-03,8.70E-04,8.06E-03
0.9748371,0.70903,2.23E+06,1.94E-01,5.93E+13,1.00001,0.73657,0.24611,1.00E-04,2.93E-03,8.69E-04,8.05E-03
0.9749356,0.70951,2.23E+06,1.93E-01,5.89E+13,1.00001,0.73683,0.24587,1.00E-04,2.93E-03,8.67E-04,8.04E-03
0.9750339,0.70998,2.22E+06,1.93E-01,5.86E+13,1.00001,0.73709,0.24564,1.00E-04,2.92E-03,8.66E-04,8.02E-03
0.9751319,0.71046,2.22E+06,1.92E-01,5.82E+13,1.00001,0.73735,0.2454,1.00E-04,2.92E-03,8.65E-04,8.01E-03
0.9752296,0.71093,2.21E+06,1.91E-01,5.79E+13,1.00001,0.73762,0.24516,1.00E-04,2.92E-03,8.63E-04,8.00E-03
0.9753269,0.71141,2.21E+06,1.90E-01,5.76E+13,1.00001,0.73789,0.24492,1.00E-04,2.91E-03,8.62E-04,7.99E-03
0.9754239,0.71188,2.20E+06,1.90E-01,5.72E+13,1.00001,0.73816,0.24469,1.00E-04,2.90E-03,8.60E-04,7.97E-03
0.9755207,0.71235,2.20E+06,1.89E-01,5.69E+13,1.00001,0.73843,0.24444,1.00E-04,2.90E-03,8.59E-04,7.96E-03
0.9756171,0.71282,2.19E+06,1.88E-01,5.66E+13,1.00001,0.7387,0.24419,1.00E-04,2.90E-03,8.58E-04,7.95E-03
0.9757132,0.7133,2.19E+06,1.88E-01,5.63E+13,1.00001,0.73898,0.24393,1.00E-04,2.89E-03,8.57E-04,7.94E-03
0.975809,0.71377,2.18E+06,1.87E-01,5.59E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9759046,0.71424,2.18E+06,1.86E-01,5.56E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9759999,0.71471,2.17E+06,1.86E-01,5.53E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9760949,0.71518,2.17E+06,1.85E-01,5.50E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9761896,0.71565,2.16E+06,1.84E-01,5.47E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.976284,0.71612,2.16E+06,1.84E-01,5.44E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9763781,0.71659,2.15E+06,1.83E-01,5.40E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9764719,0.71706,2.15E+06,1.82E-01,5.37E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9765654,0.71753,2.14E+06,1.82E-01,5.34E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9766586,0.718,2.14E+06,1.81E-01,5.31E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9767514,0.71847,2.13E+06,1.81E-01,5.28E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.976844,0.71893,2.13E+06,1.80E-01,5.25E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9769363,0.7194,2.12E+06,1.79E-01,5.22E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9770282,0.71987,2.12E+06,1.79E-01,5.19E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9771199,0.72033,2.12E+06,1.78E-01,5.16E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9772113,0.7208,2.11E+06,1.77E-01,5.13E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9773023,0.72126,2.11E+06,1.77E-01,5.10E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9773931,0.72172,2.10E+06,1.76E-01,5.07E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9774836,0.72219,2.10E+06,1.76E-01,5.04E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9775738,0.72265,2.09E+06,1.75E-01,5.01E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9776636,0.72311,2.09E+06,1.74E-01,4.99E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9777532,0.72357,2.08E+06,1.74E-01,4.96E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9778425,0.72404,2.08E+06,1.73E-01,4.93E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9779315,0.7245,2.07E+06,1.73E-01,4.90E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9780202,0.72496,2.07E+06,1.72E-01,4.87E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9781086,0.72542,2.06E+06,1.71E-01,4.84E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9781967,0.72588,2.06E+06,1.71E-01,4.82E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9782845,0.72634,2.05E+06,1.70E-01,4.79E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9783721,0.72679,2.05E+06,1.70E-01,4.76E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9784593,0.72725,2.04E+06,1.69E-01,4.73E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9785462,0.72771,2.04E+06,1.68E-01,4.71E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9786329,0.72816,2.03E+06,1.68E-01,4.68E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9787193,0.72862,2.03E+06,1.67E-01,4.65E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9788053,0.72908,2.03E+06,1.67E-01,4.63E+13,1.00001,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9788911,0.72953,2.02E+06,1.66E-01,4.60E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9789766,0.72999,2.02E+06,1.66E-01,4.57E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9790618,0.73044,2.01E+06,1.65E-01,4.55E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9791463,0.73089,2.01E+06,1.64E-01,4.52E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9794832,0.7327,1.99E+06,1.62E-01,4.42E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9798155,0.7345,1.97E+06,1.60E-01,4.32E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9801433,0.73629,1.95E+06,1.58E-01,4.22E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9804667,0.73808,1.93E+06,1.56E-01,4.12E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9807856,0.73985,1.92E+06,1.53E-01,4.03E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9811002,0.74162,1.90E+06,1.51E-01,3.94E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9814105,0.74338,1.88E+06,1.49E-01,3.85E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9817164,0.74513,1.87E+06,1.47E-01,3.76E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9820181,0.74687,1.85E+06,1.45E-01,3.67E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9823156,0.7486,1.83E+06,1.43E-01,3.59E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9826089,0.75033,1.82E+06,1.41E-01,3.51E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9828981,0.75204,1.80E+06,1.39E-01,3.43E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9831832,0.75375,1.78E+06,1.37E-01,3.35E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9834643,0.75545,1.77E+06,1.35E-01,3.27E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9837413,0.75714,1.75E+06,1.34E-01,3.20E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9840144,0.75882,1.73E+06,1.32E-01,3.13E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9842836,0.7605,1.72E+06,1.30E-01,3.06E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9845488,0.76216,1.70E+06,1.28E-01,2.99E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9848102,0.76382,1.69E+06,1.26E-01,2.92E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9850678,0.76547,1.67E+06,1.25E-01,2.85E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9853217,0.76711,1.66E+06,1.23E-01,2.79E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9855718,0.76874,1.64E+06,1.21E-01,2.72E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9858183,0.77036,1.63E+06,1.20E-01,2.66E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9860611,0.77198,1.61E+06,1.18E-01,2.60E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9863002,0.77358,1.60E+06,1.16E-01,2.54E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9865359,0.77518,1.58E+06,1.15E-01,2.48E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.986768,0.77677,1.57E+06,1.13E-01,2.43E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9869966,0.77835,1.55E+06,1.12E-01,2.37E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9872218,0.77992,1.54E+06,1.10E-01,2.32E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9874435,0.78148,1.53E+06,1.09E-01,2.26E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9876619,0.78304,1.51E+06,1.07E-01,2.21E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.987877,0.78458,1.50E+06,1.06E-01,2.16E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9880888,0.78612,1.49E+06,1.04E-01,2.11E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9882973,0.78765,1.47E+06,1.03E-01,2.07E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9885027,0.78917,1.46E+06,1.01E-01,2.02E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9887048,0.79068,1.44E+06,9.99E-02,1.97E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9889038,0.79219,1.43E+06,9.85E-02,1.93E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9890998,0.79368,1.42E+06,9.72E-02,1.88E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9892926,0.79517,1.41E+06,9.58E-02,1.84E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9894825,0.79665,1.39E+06,9.45E-02,1.80E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9896694,0.79812,1.38E+06,9.32E-02,1.76E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9898533,0.79958,1.37E+06,9.19E-02,1.72E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9900343,0.80103,1.36E+06,9.07E-02,1.68E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9902124,0.80248,1.34E+06,8.94E-02,1.64E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9903877,0.80392,1.33E+06,8.82E-02,1.60E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9905602,0.80535,1.32E+06,8.70E-02,1.57E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.99073,0.80677,1.31E+06,8.58E-02,1.53E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.990897,0.80818,1.30E+06,8.46E-02,1.50E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9910613,0.80958,1.28E+06,8.34E-02,1.46E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.991223,0.81098,1.27E+06,8.23E-02,1.43E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.991382,0.81236,1.26E+06,8.12E-02,1.40E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9915385,0.81374,1.25E+06,8.00E-02,1.36E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9916924,0.81511,1.24E+06,7.89E-02,1.33E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9918438,0.81648,1.23E+06,7.79E-02,1.30E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9919927,0.81783,1.22E+06,7.68E-02,1.27E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9921392,0.81918,1.20E+06,7.57E-02,1.24E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9922832,0.82051,1.19E+06,7.47E-02,1.22E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9924249,0.82184,1.18E+06,7.37E-02,1.19E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9925642,0.82316,1.17E+06,7.27E-02,1.16E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9927012,0.82448,1.16E+06,7.17E-02,1.13E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9928359,0.82578,1.15E+06,7.07E-02,1.11E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9929683,0.82708,1.14E+06,6.97E-02,1.08E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9930985,0.82837,1.13E+06,6.88E-02,1.06E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9932266,0.82965,1.12E+06,6.78E-02,1.03E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9933524,0.83092,1.11E+06,6.69E-02,1.01E+13,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9934762,0.83219,1.10E+06,6.60E-02,9.88E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9935978,0.83345,1.09E+06,6.51E-02,9.65E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9937174,0.8347,1.08E+06,6.42E-02,9.43E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9938349,0.83594,1.07E+06,6.33E-02,9.22E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9939505,0.83717,1.06E+06,6.24E-02,9.01E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.994064,0.8384,1.05E+06,6.16E-02,8.80E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9941756,0.83961,1.04E+06,6.07E-02,8.60E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9942853,0.84082,1.03E+06,5.99E-02,8.41E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9943931,0.84203,1.02E+06,5.90E-02,8.22E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.994499,0.84322,1.01E+06,5.82E-02,8.03E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9946031,0.84441,1.00E+06,5.74E-02,7.85E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9947054,0.84559,9.94E+05,5.67E-02,7.67E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9948059,0.84676,9.85E+05,5.59E-02,7.49E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9949046,0.84792,9.76E+05,5.51E-02,7.32E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9950016,0.84908,9.67E+05,5.44E-02,7.15E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9950969,0.85023,9.58E+05,5.36E-02,6.99E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9951905,0.85137,9.49E+05,5.29E-02,6.83E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9952825,0.8525,9.41E+05,5.21E-02,6.68E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9953728,0.85363,9.32E+05,5.14E-02,6.53E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9954616,0.85474,9.24E+05,5.07E-02,6.38E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9955488,0.85586,9.15E+05,5.00E-02,6.23E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9956344,0.85696,9.07E+05,4.93E-02,6.09E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9957185,0.85805,8.99E+05,4.87E-02,5.95E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9958011,0.85914,8.91E+05,4.80E-02,5.82E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9958822,0.86022,8.83E+05,4.73E-02,5.68E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9959618,0.8613,8.75E+05,4.67E-02,5.55E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9960401,0.86237,8.67E+05,4.60E-02,5.43E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9961169,0.86343,8.59E+05,4.54E-02,5.30E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9961923,0.86448,8.51E+05,4.48E-02,5.18E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9962664,0.86552,8.43E+05,4.42E-02,5.06E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9963391,0.86656,8.36E+05,4.36E-02,4.95E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9964105,0.86759,8.28E+05,4.30E-02,4.84E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9964806,0.86861,8.21E+05,4.24E-02,4.73E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9965494,0.86963,8.13E+05,4.18E-02,4.62E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.996617,0.87064,8.06E+05,4.12E-02,4.51E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9966833,0.87164,7.98E+05,4.07E-02,4.41E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9967484,0.87264,7.91E+05,4.01E-02,4.31E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9968123,0.87363,7.84E+05,3.96E-02,4.21E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.996875,0.87461,7.77E+05,3.90E-02,4.12E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9969366,0.87558,7.70E+05,3.85E-02,4.02E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.996997,0.87655,7.63E+05,3.80E-02,3.93E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9970564,0.87751,7.56E+05,3.74E-02,3.84E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9971146,0.87846,7.49E+05,3.69E-02,3.75E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9971717,0.87941,7.42E+05,3.64E-02,3.67E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9972278,0.88035,7.36E+05,3.59E-02,3.59E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9972828,0.88129,7.29E+05,3.54E-02,3.50E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9973368,0.88221,7.22E+05,3.49E-02,3.42E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9973898,0.88313,7.16E+05,3.45E-02,3.35E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9974418,0.88405,7.09E+05,3.40E-02,3.27E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9974928,0.88496,7.03E+05,3.35E-02,3.20E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9975428,0.88586,6.96E+05,3.31E-02,3.12E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.997592,0.88675,6.90E+05,3.26E-02,3.05E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9976401,0.88764,6.84E+05,3.22E-02,2.98E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9976874,0.88852,6.78E+05,3.17E-02,2.91E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9977338,0.8894,6.72E+05,3.13E-02,2.85E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9977793,0.89026,6.65E+05,3.08E-02,2.78E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9978239,0.89113,6.59E+05,3.04E-02,2.72E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9978677,0.89198,6.53E+05,3.00E-02,2.66E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9979106,0.89283,6.48E+05,2.96E-02,2.60E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9979528,0.89368,6.42E+05,2.92E-02,2.54E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
0.9979941,0.89451,6.36E+05,2.88E-02,2.48E+12,1,0.73925,0.2437,1.00E-04,2.88E-03,8.54E-04,7.92E-03
