M/Msun,R/Rsun,T,Rho,P,L/Lsun,"X,",Y,He3,C12,N14,O16
0.1008129,0.11241,1.26E+07,7.85E+01,1.20E+17,0.54639,0.5678,0.4128,5.94E-05,1.38E-05,4.84E-03,9.04E-03
0.102239,0.11308,1.26E+07,7.81E+01,1.19E+17,0.55139,0.56928,0.41132,6.04E-05,1.37E-05,4.84E-03,9.03E-03
0.1036803,0.11376,1.26E+07,7.76E+01,1.18E+17,0.55639,0.57076,0.40984,6.14E-05,1.36E-05,4.84E-03,9.03E-03
0.1051371,0.11444,1.25E+07,7.72E+01,1.17E+17,0.5614,0.57223,0.40837,6.25E-05,1.36E-05,4.84E-03,9.03E-03
0.1066098,0.11512,1.25E+07,7.67E+01,1.17E+17,0.5664,0.57371,0.4069,6.35E-05,1.35E-05,4.84E-03,9.03E-03
0.1080987,0.1158,1.25E+07,7.62E+01,1.16E+17,0.5714,0.57517,0.40543,6.46E-05,1.34E-05,4.84E-03,9.03E-03
0.1096041,0.11649,1.25E+07,7.58E+01,1.15E+17,0.57641,0.57664,0.40397,6.57E-05,1.34E-05,4.84E-03,9.03E-03
0.1111265,0.11719,1.24E+07,7.53E+01,1.14E+17,0.58141,0.57811,0.40251,6.68E-05,1.33E-05,4.84E-03,9.03E-03
0.1126661,0.11788,1.24E+07,7.49E+01,1.13E+17,0.58641,0.57957,0.40105,6.80E-05,1.32E-05,4.83E-03,9.02E-03
0.1142235,0.11858,1.24E+07,7.44E+01,1.13E+17,0.59142,0.58103,0.39959,6.92E-05,1.32E-05,4.83E-03,9.02E-03
0.1157989,0.11929,1.23E+07,7.40E+01,1.12E+17,0.59642,0.58249,0.39813,7.04E-05,1.31E-05,4.83E-03,9.02E-03
0.1173929,0.12,1.23E+07,7.35E+01,1.11E+17,0.60142,0.58395,0.39668,7.16E-05,1.30E-05,4.83E-03,9.02E-03
0.1190058,0.12071,1.23E+07,7.30E+01,1.10E+17,0.60643,0.5854,0.39522,7.29E-05,1.30E-05,4.83E-03,9.02E-03
0.1206381,0.12143,1.23E+07,7.26E+01,1.09E+17,0.61143,0.58686,0.39377,7.42E-05,1.29E-05,4.83E-03,9.02E-03
0.1222903,0.12215,1.22E+07,7.21E+01,1.08E+17,0.61643,0.58831,0.39232,7.55E-05,1.28E-05,4.83E-03,9.01E-03
0.1239629,0.12288,1.22E+07,7.17E+01,1.08E+17,0.62144,0.58976,0.39088,7.69E-05,1.28E-05,4.83E-03,9.01E-03
0.1256564,0.12361,1.22E+07,7.12E+01,1.07E+17,0.62644,0.59121,0.38943,7.83E-05,1.27E-05,4.83E-03,9.01E-03
0.1273712,0.12435,1.21E+07,7.07E+01,1.06E+17,0.63144,0.59265,0.38799,7.97E-05,1.26E-05,4.83E-03,9.01E-03
0.129108,0.12509,1.21E+07,7.03E+01,1.05E+17,0.63645,0.5941,0.38654,8.12E-05,1.26E-05,4.83E-03,9.01E-03
0.1308673,0.12584,1.21E+07,6.98E+01,1.04E+17,0.64145,0.59554,0.3851,8.27E-05,1.25E-05,4.82E-03,9.01E-03
0.1326497,0.1266,1.21E+07,6.94E+01,1.04E+17,0.64646,0.59698,0.38366,8.43E-05,1.24E-05,4.82E-03,9.00E-03
0.1344558,0.12736,1.20E+07,6.89E+01,1.03E+17,0.65146,0.59843,0.38222,8.59E-05,1.24E-05,4.82E-03,9.00E-03
0.1362863,0.12813,1.20E+07,6.84E+01,1.02E+17,0.65646,0.59987,0.38078,8.75E-05,1.23E-05,4.82E-03,9.00E-03
0.1381418,0.1289,1.20E+07,6.80E+01,1.01E+17,0.66147,0.6013,0.37935,8.92E-05,1.22E-05,4.82E-03,9.00E-03
0.1400231,0.12968,1.19E+07,6.75E+01,1.00E+17,0.66647,0.60274,0.37791,9.10E-05,1.22E-05,4.82E-03,9.00E-03
0.1419308,0.13047,1.19E+07,6.70E+01,9.93E+16,0.67147,0.60418,0.37648,9.27E-05,1.22E-05,4.82E-03,8.99E-03
0.1438657,0.13126,1.19E+07,6.65E+01,9.84E+16,0.67648,0.60562,0.37504,9.46E-05,1.22E-05,4.82E-03,8.99E-03
0.1458287,0.13206,1.18E+07,6.61E+01,9.76E+16,0.68148,0.60705,0.37361,9.65E-05,1.23E-05,4.82E-03,8.99E-03
0.1478205,0.13287,1.18E+07,6.56E+01,9.67E+16,0.68649,0.60848,0.37218,9.84E-05,1.25E-05,4.81E-03,8.99E-03
0.1498419,0.13369,1.18E+07,6.51E+01,9.59E+16,0.69149,0.60992,0.37075,1.00E-04,1.27E-05,4.81E-03,8.99E-03
0.151894,0.13452,1.17E+07,6.46E+01,9.50E+16,0.69649,0.61135,0.36932,1.02E-04,1.31E-05,4.81E-03,8.99E-03
0.1539777,0.13535,1.17E+07,6.42E+01,9.42E+16,0.7015,0.61278,0.36789,1.05E-04,1.37E-05,4.81E-03,8.98E-03
0.1560938,0.13619,1.17E+07,6.37E+01,9.33E+16,0.7065,0.61421,0.36646,1.07E-04,1.46E-05,4.81E-03,8.98E-03
0.1582436,0.13705,1.16E+07,6.32E+01,9.24E+16,0.71151,0.61565,0.36503,1.09E-04,1.59E-05,4.80E-03,8.98E-03
0.1604279,0.13791,1.16E+07,6.27E+01,9.16E+16,0.71651,0.61708,0.3636,1.11E-04,1.77E-05,4.80E-03,8.98E-03
0.162648,0.13878,1.16E+07,6.22E+01,9.07E+16,0.72151,0.61851,0.36217,1.14E-04,2.02E-05,4.79E-03,8.98E-03
0.1649051,0.13966,1.15E+07,6.17E+01,8.98E+16,0.72652,0.61994,0.36074,1.16E-04,2.35E-05,4.79E-03,8.98E-03
0.1672004,0.14056,1.15E+07,6.12E+01,8.89E+16,0.73152,0.62137,0.35931,1.19E-04,2.79E-05,4.78E-03,8.97E-03
0.1695351,0.14146,1.15E+07,6.07E+01,8.80E+16,0.73652,0.6228,0.35788,1.22E-04,3.36E-05,4.77E-03,8.97E-03
0.1719106,0.14238,1.14E+07,6.02E+01,8.71E+16,0.74153,0.62423,0.35645,1.24E-04,4.10E-05,4.76E-03,8.97E-03
0.1743284,0.1433,1.14E+07,5.97E+01,8.62E+16,0.74653,0.62566,0.35502,1.27E-04,5.05E-05,4.75E-03,8.97E-03
0.1767899,0.14424,1.14E+07,5.92E+01,8.53E+16,0.75153,0.6271,0.35359,1.30E-04,6.24E-05,4.73E-03,8.97E-03
0.1792968,0.1452,1.13E+07,5.87E+01,8.44E+16,0.75654,0.62853,0.35216,1.33E-04,7.72E-05,4.70E-03,8.96E-03
0.1818507,0.14616,1.13E+07,5.82E+01,8.35E+16,0.76154,0.62996,0.35073,1.37E-04,9.53E-05,4.68E-03,8.96E-03
0.1844533,0.14714,1.13E+07,5.77E+01,8.26E+16,0.76654,0.63139,0.3493,1.40E-04,1.17E-04,4.64E-03,8.96E-03
0.1871066,0.14814,1.12E+07,5.72E+01,8.17E+16,0.77154,0.63283,0.34786,1.44E-04,1.44E-04,4.60E-03,8.96E-03
0.1898125,0.14915,1.12E+07,5.66E+01,8.07E+16,0.77655,0.63426,0.34643,1.47E-04,1.75E-04,4.55E-03,8.95E-03
0.1925732,0.15018,1.11E+07,5.61E+01,7.98E+16,0.78155,0.6357,0.34499,1.51E-04,2.11E-04,4.50E-03,8.95E-03
0.195391,0.15122,1.11E+07,5.56E+01,7.88E+16,0.78655,0.63714,0.34355,1.55E-04,2.54E-04,4.43E-03,8.95E-03
0.1982682,0.15228,1.11E+07,5.50E+01,7.79E+16,0.79155,0.63858,0.34211,1.59E-04,3.02E-04,4.36E-03,8.95E-03
0.2012075,0.15336,1.10E+07,5.45E+01,7.69E+16,0.79656,0.64002,0.34067,1.63E-04,3.57E-04,4.28E-03,8.94E-03
0.2042118,0.15446,1.10E+07,5.40E+01,7.59E+16,0.80156,0.64147,0.33923,1.68E-04,4.19E-04,4.19E-03,8.94E-03
0.207284,0.15558,1.09E+07,5.34E+01,7.50E+16,0.80656,0.64291,0.33778,1.73E-04,4.88E-04,4.09E-03,8.94E-03
0.2104276,0.15671,1.09E+07,5.29E+01,7.40E+16,0.81156,0.64436,0.33634,1.78E-04,5.63E-04,3.97E-03,8.94E-03
0.2136461,0.15788,1.08E+07,5.23E+01,7.30E+16,0.81656,0.64581,0.33488,1.83E-04,6.46E-04,3.85E-03,8.94E-03
0.2169433,0.15906,1.08E+07,5.17E+01,7.20E+16,0.82156,0.64727,0.33343,1.88E-04,7.35E-04,3.72E-03,8.93E-03
0.2203236,0.16027,1.08E+07,5.11E+01,7.09E+16,0.82657,0.64872,0.33197,1.94E-04,8.30E-04,3.58E-03,8.93E-03
0.2237916,0.16151,1.07E+07,5.06E+01,6.99E+16,0.83157,0.65019,0.33051,2.00E-04,9.31E-04,3.43E-03,8.93E-03
0.2273523,0.16278,1.07E+07,5.00E+01,6.89E+16,0.83657,0.65165,0.32904,2.07E-04,1.04E-03,3.27E-03,8.93E-03
0.2310112,0.16407,1.06E+07,4.94E+01,6.78E+16,0.84157,0.65312,0.32757,2.13E-04,1.15E-03,3.11E-03,8.92E-03
0.2347744,0.1654,1.06E+07,4.88E+01,6.68E+16,0.84657,0.65459,0.3261,2.20E-04,1.26E-03,2.94E-03,8.92E-03
0.2386485,0.16676,1.05E+07,4.81E+01,6.57E+16,0.85157,0.65607,0.32462,2.28E-04,1.38E-03,2.78E-03,8.92E-03
0.2426409,0.16816,1.05E+07,4.75E+01,6.46E+16,0.85657,0.65755,0.32314,2.36E-04,1.50E-03,2.61E-03,8.92E-03
0.2467596,0.16959,1.04E+07,4.69E+01,6.35E+16,0.86158,0.65904,0.32165,2.45E-04,1.62E-03,2.44E-03,8.91E-03
0.2510134,0.17107,1.04E+07,4.62E+01,6.23E+16,0.86658,0.66053,0.32015,2.54E-04,1.73E-03,2.28E-03,8.91E-03
0.2554122,0.1726,1.03E+07,4.56E+01,6.12E+16,0.87158,0.66202,0.31865,2.64E-04,1.85E-03,2.12E-03,8.91E-03
0.259967,0.17417,1.03E+07,4.49E+01,6.00E+16,0.87658,0.66353,0.31715,2.74E-04,1.97E-03,1.97E-03,8.90E-03
0.2646898,0.1758,1.02E+07,4.42E+01,5.89E+16,0.88158,0.66504,0.31563,2.86E-04,2.09E-03,1.83E-03,8.90E-03
0.2695942,0.17748,1.01E+07,4.35E+01,5.77E+16,0.88658,0.66655,0.31411,2.98E-04,2.19E-03,1.69E-03,8.90E-03
0.2746955,0.17922,1.01E+07,4.28E+01,5.64E+16,0.89158,0.66807,0.31258,3.11E-04,2.30E-03,1.57E-03,8.90E-03
0.2800107,0.18104,1.00E+07,4.21E+01,5.52E+16,0.89658,0.6696,0.31105,3.25E-04,2.40E-03,1.46E-03,8.89E-03
0.2854683,0.18289,9.95E+06,4.13E+01,5.39E+16,0.9015,0.67111,0.30953,3.41E-04,2.50E-03,1.37E-03,8.89E-03
0.2909166,0.18474,9.89E+06,4.06E+01,5.27E+16,0.90621,0.67257,0.30806,3.57E-04,2.58E-03,1.29E-03,8.89E-03
0.2963545,0.18659,9.83E+06,3.99E+01,5.15E+16,0.9107,0.67396,0.30666,3.73E-04,2.66E-03,1.23E-03,8.88E-03
0.3017812,0.18842,9.77E+06,3.92E+01,5.03E+16,0.91499,0.67531,0.3053,3.91E-04,2.73E-03,1.17E-03,8.88E-03
0.3071957,0.19025,9.71E+06,3.85E+01,4.92E+16,0.9191,0.6766,0.304,4.09E-04,2.79E-03,1.13E-03,8.88E-03
0.3125973,0.19207,9.65E+06,3.78E+01,4.80E+16,0.92302,0.67784,0.30275,4.28E-04,2.84E-03,1.10E-03,8.87E-03
0.317985,0.19388,9.59E+06,3.71E+01,4.69E+16,0.92676,0.67903,0.30154,4.48E-04,2.89E-03,1.07E-03,8.87E-03
0.3233582,0.19569,9.53E+06,3.65E+01,4.59E+16,0.93033,0.68018,0.30038,4.68E-04,2.93E-03,1.04E-03,8.87E-03
0.328716,0.19749,9.47E+06,3.58E+01,4.48E+16,0.93374,0.68128,0.29927,4.90E-04,2.97E-03,1.03E-03,8.86E-03
0.3340577,0.19928,9.41E+06,3.52E+01,4.38E+16,0.937,0.68233,0.29819,5.12E-04,3.00E-03,1.01E-03,8.86E-03
0.3393826,0.20107,9.35E+06,3.46E+01,4.28E+16,0.94011,0.68335,0.29716,5.35E-04,3.02E-03,1.00E-03,8.86E-03
0.3446901,0.20285,9.30E+06,3.40E+01,4.18E+16,0.94307,0.68433,0.29616,5.59E-04,3.05E-03,9.91E-04,8.86E-03
0.3499794,0.20463,9.24E+06,3.34E+01,4.09E+16,0.9459,0.68527,0.29521,5.85E-04,3.07E-03,9.83E-04,8.85E-03
0.35525,0.2064,9.19E+06,3.28E+01,3.99E+16,0.9486,0.68617,0.29428,6.11E-04,3.09E-03,9.78E-04,8.85E-03
0.3605012,0.20817,9.13E+06,3.22E+01,3.90E+16,0.95118,0.68704,0.29339,6.39E-04,3.11E-03,9.73E-04,8.85E-03
0.3657326,0.20993,9.08E+06,3.17E+01,3.81E+16,0.95364,0.68787,0.29253,6.67E-04,3.12E-03,9.69E-04,8.84E-03
0.3709435,0.21168,9.02E+06,3.11E+01,3.73E+16,0.95598,0.68867,0.29171,6.97E-04,3.13E-03,9.66E-04,8.84E-03
0.3761334,0.21343,8.97E+06,3.06E+01,3.64E+16,0.95821,0.68945,0.29091,7.28E-04,3.14E-03,9.63E-04,8.84E-03
0.3813018,0.21517,8.92E+06,3.00E+01,3.56E+16,0.96034,0.69019,0.29015,7.61E-04,3.15E-03,9.61E-04,8.84E-03
0.3864482,0.21691,8.87E+06,2.95E+01,3.48E+16,0.96237,0.6909,0.28941,7.94E-04,3.16E-03,9.60E-04,8.83E-03
0.3915722,0.21865,8.81E+06,2.90E+01,3.40E+16,0.96431,0.69158,0.28869,8.30E-04,3.16E-03,9.58E-04,8.83E-03
0.3966733,0.22038,8.76E+06,2.85E+01,3.32E+16,0.96616,0.69224,0.288,8.66E-04,3.17E-03,9.57E-04,8.83E-03
0.4017511,0.22211,8.71E+06,2.80E+01,3.24E+16,0.96791,0.69287,0.28734,9.04E-04,3.18E-03,9.56E-04,8.83E-03
0.4068053,0.22383,8.66E+06,2.75E+01,3.17E+16,0.96959,0.69348,0.28669,9.44E-04,3.18E-03,9.55E-04,8.82E-03
0.4118353,0.22555,8.61E+06,2.70E+01,3.10E+16,0.97119,0.69406,0.28607,9.86E-04,3.18E-03,9.55E-04,8.82E-03
0.416841,0.22726,8.56E+06,2.65E+01,3.03E+16,0.97271,0.69462,0.28548,1.03E-03,3.19E-03,9.54E-04,8.82E-03
0.4218218,0.22897,8.52E+06,2.61E+01,2.96E+16,0.97416,0.69516,0.2849,1.07E-03,3.19E-03,9.53E-04,8.82E-03
0.4267775,0.23068,8.47E+06,2.56E+01,2.89E+16,0.97555,0.69568,0.28433,1.12E-03,3.19E-03,9.53E-04,8.81E-03
0.4317078,0.23238,8.42E+06,2.51E+01,2.82E+16,0.97687,0.69618,0.28379,1.17E-03,3.19E-03,9.52E-04,8.81E-03
0.4366124,0.23408,8.37E+06,2.47E+01,2.76E+16,0.97812,0.69666,0.28327,1.22E-03,3.19E-03,9.52E-04,8.81E-03
0.441491,0.23577,8.33E+06,2.43E+01,2.70E+16,0.97932,0.69712,0.28276,1.28E-03,3.20E-03,9.51E-04,8.81E-03
0.4463434,0.23746,8.28E+06,2.38E+01,2.63E+16,0.98046,0.69756,0.28226,1.33E-03,3.20E-03,9.51E-04,8.81E-03
0.4511692,0.23915,8.23E+06,2.34E+01,2.57E+16,0.98155,0.69798,0.28179,1.39E-03,3.20E-03,9.51E-04,8.80E-03
0.4559683,0.24084,8.19E+06,2.30E+01,2.52E+16,0.98259,0.69839,0.28132,1.45E-03,3.20E-03,9.50E-04,8.80E-03
0.4607404,0.24252,8.14E+06,2.26E+01,2.46E+16,0.98357,0.69878,0.28087,1.51E-03,3.20E-03,9.50E-04,8.80E-03
0.4654854,0.2442,8.10E+06,2.22E+01,2.40E+16,0.98452,0.69916,0.28043,1.58E-03,3.20E-03,9.50E-04,8.80E-03
0.470203,0.24588,8.06E+06,2.18E+01,2.35E+16,0.98541,0.69952,0.28001,1.65E-03,3.20E-03,9.50E-04,8.80E-03
0.4748931,0.24755,8.01E+06,2.14E+01,2.29E+16,0.98627,0.69986,0.2796,1.72E-03,3.20E-03,9.49E-04,8.79E-03
0.4795555,0.24922,7.97E+06,2.10E+01,2.24E+16,0.98709,0.7002,0.27919,1.80E-03,3.20E-03,9.49E-04,8.79E-03
0.48419,0.25089,7.93E+06,2.07E+01,2.19E+16,0.98787,0.70051,0.2788,1.88E-03,3.20E-03,9.49E-04,8.79E-03
0.4887965,0.25256,7.88E+06,2.03E+01,2.14E+16,0.98861,0.70082,0.27842,1.96E-03,3.20E-03,9.49E-04,8.79E-03
0.4933749,0.25422,7.84E+06,1.99E+01,2.09E+16,0.98932,0.70111,0.27804,2.04E-03,3.20E-03,9.48E-04,8.79E-03
0.497925,0.25588,7.80E+06,1.96E+01,2.04E+16,0.98999,0.7014,0.27767,2.13E-03,3.20E-03,9.48E-04,8.78E-03
0.5024468,0.25754,7.76E+06,1.92E+01,2.00E+16,0.99063,0.70167,0.27731,2.22E-03,3.20E-03,9.48E-04,8.78E-03
0.5069401,0.2592,7.72E+06,1.89E+01,1.95E+16,0.99124,0.70193,0.27696,2.32E-03,3.20E-03,9.48E-04,8.78E-03
0.5114049,0.26085,7.68E+06,1.86E+01,1.91E+16,0.99183,0.70218,0.27662,2.42E-03,3.20E-03,9.47E-04,8.78E-03
0.515841,0.26251,7.64E+06,1.82E+01,1.86E+16,0.99238,0.70242,0.27629,2.51E-03,3.20E-03,9.47E-04,8.78E-03
0.5202484,0.26416,7.60E+06,1.79E+01,1.82E+16,0.9929,0.70265,0.27597,2.61E-03,3.20E-03,9.47E-04,8.77E-03
0.524627,0.26581,7.56E+06,1.76E+01,1.78E+16,0.9934,0.70287,0.27566,2.70E-03,3.19E-03,9.47E-04,8.77E-03
0.5289768,0.26745,7.52E+06,1.73E+01,1.74E+16,0.99387,0.70308,0.27536,2.79E-03,3.19E-03,9.47E-04,8.77E-03
0.5332978,0.2691,7.48E+06,1.70E+01,1.70E+16,0.99431,0.70329,0.27507,2.87E-03,3.19E-03,9.46E-04,8.77E-03
0.5375898,0.27074,7.44E+06,1.67E+01,1.66E+16,0.99473,0.70349,0.2748,2.95E-03,3.19E-03,9.46E-04,8.77E-03
0.5418529,0.27239,7.40E+06,1.64E+01,1.62E+16,0.99512,0.70368,0.27454,3.02E-03,3.19E-03,9.46E-04,8.77E-03
0.5460871,0.27403,7.36E+06,1.61E+01,1.59E+16,0.99548,0.70387,0.2743,3.08E-03,3.19E-03,9.46E-04,8.76E-03
0.5502922,0.27567,7.33E+06,1.58E+01,1.55E+16,0.99582,0.70406,0.27407,3.13E-03,3.19E-03,9.46E-04,8.76E-03
0.5544684,0.27731,7.29E+06,1.55E+01,1.51E+16,0.99613,0.70424,0.27385,3.16E-03,3.19E-03,9.45E-04,8.76E-03
0.5586156,0.27895,7.25E+06,1.52E+01,1.48E+16,0.99642,0.70442,0.27365,3.18E-03,3.19E-03,9.45E-04,8.76E-03
0.5627338,0.28058,7.21E+06,1.50E+01,1.45E+16,0.99669,0.7046,0.27347,3.19E-03,3.19E-03,9.45E-04,8.76E-03
0.5668231,0.28222,7.18E+06,1.47E+01,1.41E+16,0.99693,0.70478,0.2733,3.18E-03,3.19E-03,9.45E-04,8.76E-03
0.5708834,0.28385,7.14E+06,1.44E+01,1.38E+16,0.99716,0.70496,0.27314,3.17E-03,3.19E-03,9.45E-04,8.75E-03
0.5749147,0.28549,7.11E+06,1.42E+01,1.35E+16,0.99736,0.70513,0.273,3.14E-03,3.19E-03,9.44E-04,8.75E-03
0.5789172,0.28712,7.07E+06,1.39E+01,1.32E+16,0.99755,0.70531,0.27287,3.10E-03,3.19E-03,9.44E-04,8.75E-03
0.5828909,0.28875,7.03E+06,1.37E+01,1.29E+16,0.99772,0.70548,0.27275,3.05E-03,3.19E-03,9.44E-04,8.75E-03
0.5868357,0.29038,7.00E+06,1.34E+01,1.26E+16,0.99788,0.70565,0.27263,2.99E-03,3.19E-03,9.44E-04,8.75E-03
0.5907518,0.29201,6.96E+06,1.32E+01,1.23E+16,0.99803,0.70583,0.27253,2.93E-03,3.19E-03,9.44E-04,8.75E-03
0.5946392,0.29364,6.93E+06,1.29E+01,1.20E+16,0.99816,0.70599,0.27243,2.86E-03,3.19E-03,9.44E-04,8.74E-03
0.5984979,0.29527,6.90E+06,1.27E+01,1.17E+16,0.99828,0.70616,0.27234,2.79E-03,3.18E-03,9.43E-04,8.74E-03
0.602328,0.2969,6.86E+06,1.25E+01,1.15E+16,0.9984,0.70633,0.27226,2.71E-03,3.18E-03,9.43E-04,8.74E-03
0.6061296,0.29853,6.83E+06,1.23E+01,1.12E+16,0.9985,0.70649,0.27218,2.63E-03,3.18E-03,9.43E-04,8.74E-03
0.6099028,0.30016,6.79E+06,1.20E+01,1.10E+16,0.9986,0.70665,0.2721,2.55E-03,3.18E-03,9.43E-04,8.74E-03
0.6136475,0.30179,6.76E+06,1.18E+01,1.07E+16,0.99869,0.70681,0.27203,2.47E-03,3.18E-03,9.43E-04,8.74E-03
0.617364,0.30342,6.73E+06,1.16E+01,1.05E+16,0.99877,0.70697,0.27195,2.39E-03,3.18E-03,9.43E-04,8.73E-03
0.6210523,0.30504,6.70E+06,1.14E+01,1.02E+16,0.99885,0.70712,0.27189,2.31E-03,3.18E-03,9.42E-04,8.73E-03
0.6247124,0.30667,6.66E+06,1.12E+01,9.99E+15,0.99892,0.70727,0.27182,2.23E-03,3.18E-03,9.42E-04,8.73E-03
0.6283445,0.3083,6.63E+06,1.10E+01,9.77E+15,0.99899,0.70742,0.27175,2.15E-03,3.18E-03,9.42E-04,8.73E-03
0.6319487,0.30993,6.60E+06,1.08E+01,9.54E+15,0.99906,0.70756,0.27169,2.07E-03,3.18E-03,9.42E-04,8.73E-03
0.635525,0.31155,6.57E+06,1.06E+01,9.33E+15,0.99912,0.7077,0.27163,2.00E-03,3.18E-03,9.42E-04,8.73E-03
0.6390736,0.31318,6.53E+06,1.04E+01,9.11E+15,0.99917,0.70784,0.27157,1.92E-03,3.18E-03,9.42E-04,8.73E-03
0.6425945,0.31481,6.50E+06,1.02E+01,8.90E+15,0.99922,0.70797,0.27151,1.85E-03,3.18E-03,9.41E-04,8.73E-03
0.6460879,0.31644,6.47E+06,1.00E+01,8.70E+15,0.99927,0.7081,0.27145,1.78E-03,3.18E-03,9.41E-04,8.72E-03
0.6495538,0.31807,6.44E+06,9.84E+00,8.50E+15,0.99932,0.70823,0.27139,1.72E-03,3.18E-03,9.41E-04,8.72E-03
0.6529924,0.31969,6.41E+06,9.66E+00,8.31E+15,0.99936,0.70835,0.27133,1.65E-03,3.18E-03,9.41E-04,8.72E-03
0.6564038,0.32132,6.38E+06,9.48E+00,8.12E+15,0.99941,0.70848,0.27128,1.59E-03,3.18E-03,9.41E-04,8.72E-03
0.6597881,0.32295,6.35E+06,9.31E+00,7.93E+15,0.99945,0.7086,0.27122,1.53E-03,3.18E-03,9.41E-04,8.72E-03
0.6631454,0.32458,6.32E+06,9.14E+00,7.75E+15,0.99948,0.70871,0.27116,1.47E-03,3.18E-03,9.41E-04,8.72E-03
0.6664759,0.32621,6.29E+06,8.98E+00,7.58E+15,0.99952,0.70883,0.27111,1.42E-03,3.17E-03,9.41E-04,8.72E-03
0.6697796,0.32784,6.26E+06,8.81E+00,7.40E+15,0.99955,0.70894,0.27105,1.36E-03,3.17E-03,9.40E-04,8.72E-03
0.6730567,0.32948,6.23E+06,8.65E+00,7.24E+15,0.99958,0.70905,0.271,1.31E-03,3.17E-03,9.40E-04,8.71E-03
0.6763073,0.33111,6.20E+06,8.49E+00,7.07E+15,0.99961,0.70915,0.27094,1.26E-03,3.17E-03,9.40E-04,8.71E-03
0.6795315,0.33274,6.17E+06,8.34E+00,6.91E+15,0.99964,0.70926,0.27089,1.21E-03,3.17E-03,9.40E-04,8.71E-03
0.6827295,0.33437,6.14E+06,8.19E+00,6.75E+15,0.99966,0.70936,0.27084,1.17E-03,3.17E-03,9.40E-04,8.71E-03
0.6859014,0.33601,6.11E+06,8.04E+00,6.60E+15,0.99969,0.70946,0.27078,1.12E-03,3.17E-03,9.40E-04,8.71E-03
0.6890473,0.33764,6.09E+06,7.89E+00,6.45E+15,0.99971,0.70956,0.27073,1.08E-03,3.17E-03,9.40E-04,8.71E-03
0.6921673,0.33928,6.06E+06,7.75E+00,6.30E+15,0.99973,0.70966,0.27068,1.04E-03,3.17E-03,9.39E-04,8.71E-03
0.6952616,0.34091,6.03E+06,7.61E+00,6.16E+15,0.99976,0.70975,0.27063,1.00E-03,3.17E-03,9.39E-04,8.70E-03
0.6983303,0.34255,6.00E+06,7.47E+00,6.02E+15,0.99978,0.70984,0.27057,9.63E-04,3.17E-03,9.39E-04,8.70E-03
0.7013736,0.34419,5.97E+06,7.33E+00,5.88E+15,0.99979,0.70993,0.27052,9.27E-04,3.17E-03,9.39E-04,8.70E-03
0.7043916,0.34583,5.95E+06,7.20E+00,5.74E+15,0.99981,0.71002,0.27047,8.92E-04,3.17E-03,9.39E-04,8.70E-03
0.7073844,0.34747,5.92E+06,7.06E+00,5.61E+15,0.99983,0.71011,0.27041,8.59E-04,3.17E-03,9.39E-04,8.70E-03
0.7103521,0.34911,5.89E+06,6.94E+00,5.49E+15,0.99984,0.7102,0.27036,8.28E-04,3.17E-03,9.39E-04,8.70E-03
0.7132949,0.35075,5.86E+06,6.81E+00,5.36E+15,0.99986,0.71028,0.27031,7.97E-04,3.17E-03,9.38E-04,8.70E-03
0.716213,0.3524,5.84E+06,6.68E+00,5.24E+15,0.99987,0.71036,0.27026,7.68E-04,3.17E-03,9.38E-04,8.70E-03
0.7191065,0.35404,5.81E+06,6.56E+00,5.12E+15,0.99989,0.71045,0.27021,7.40E-04,3.17E-03,9.38E-04,8.69E-03
0.7219754,0.35569,5.78E+06,6.44E+00,5.00E+15,0.9999,0.71053,0.27016,7.13E-04,3.17E-03,9.38E-04,8.69E-03
0.7248201,0.35733,5.76E+06,6.32E+00,4.89E+15,0.99991,0.7106,0.27011,6.88E-04,3.17E-03,9.38E-04,8.69E-03
0.7276405,0.35898,5.73E+06,6.21E+00,4.78E+15,0.99992,0.71068,0.27006,6.63E-04,3.17E-03,9.38E-04,8.69E-03
0.7304369,0.36063,5.70E+06,6.09E+00,4.67E+15,0.99993,0.71076,0.27001,6.39E-04,3.17E-03,9.38E-04,8.69E-03
0.7332094,0.36228,5.68E+06,5.98E+00,4.56E+15,0.99994,0.71083,0.26996,6.17E-04,3.17E-03,9.38E-04,8.69E-03
0.7359582,0.36393,5.65E+06,5.87E+00,4.46E+15,0.99995,0.71091,0.26991,5.95E-04,3.16E-03,9.37E-04,8.69E-03
0.7386833,0.36559,5.63E+06,5.76E+00,4.36E+15,0.99996,0.71098,0.26986,5.74E-04,3.16E-03,9.37E-04,8.69E-03
0.741385,0.36724,5.60E+06,5.66E+00,4.26E+15,0.99997,0.71105,0.26981,5.54E-04,3.16E-03,9.37E-04,8.69E-03
0.7440633,0.3689,5.57E+06,5.55E+00,4.16E+15,0.99997,0.71112,0.26976,5.35E-04,3.16E-03,9.37E-04,8.68E-03
0.7467184,0.37055,5.55E+06,5.45E+00,4.06E+15,0.99998,0.71119,0.26971,5.17E-04,3.16E-03,9.37E-04,8.68E-03
0.7493506,0.37221,5.52E+06,5.35E+00,3.97E+15,0.99999,0.71126,0.26966,5.00E-04,3.16E-03,9.37E-04,8.68E-03
0.7519598,0.37387,5.50E+06,5.25E+00,3.88E+15,0.99999,0.71133,0.26961,4.83E-04,3.16E-03,9.37E-04,8.68E-03
