frequency,magnetic_field,rho,total_power,TE11_power
19098944567.0118,2.25,0.002068920685032732,8.063926265372685e-13,6.560907704524877e-15
18436238798.77887,2.25,0.002808443511228196,8.9522316188151e-13,5.617533273463626e-15
18577002979.15231,2.25,0.003235114655568498,8.468414609384458e-13,4.861512660677568e-15
18569967803.23367,2.25,0.001760774429357801,8.448005367625979e-13,7.158343121831004e-15
18737580845.54364,2.25,0.001406847691432512,8.418568278337451e-13,7.516116838000398e-15
18156332146.2942,2.25,0.003110637072488665,9.90976631827551e-13,5.20450709614087e-15
18686432981.82291,2.25,0.001068460946331136,8.290786230833057e-13,7.866495515242669e-15
18516162377.38465,2.25,0.00156556049995675,8.464955959063485e-13,7.424772942516926e-15
18993707188.52686,2.25,0.001792473515337143,7.890907978938642e-13,6.966598447885333e-15
18577279321.34714,2.25,0.001997995381860592,8.629511958568905e-13,6.83249854487757e-15
19008547467.95882,2.25,0.001671439741884734,7.936754819309477e-13,7.114308162632288e-15
18254116963.77437,2.25,0.002952776694291159,9.317381667304246e-13,5.438420890638709e-15
18871643937.27816,2.25,0.002162416272773172,8.38594868687233e-13,6.494106591965853e-15
18971438018.96489,2.25,0.0009978054750637041,8.01961757238171e-13,7.815217988439767e-15
18914861848.62963,2.25,0.002997814982370079,8.583537951579861e-13,5.167466187173097e-15
18510742658.46202,2.25,0.002532379390832991,8.747628942608444e-13,6.04407876576749e-15
18559072291.48573,2.25,0.002774176040984796,8.609584787059207e-13,5.634125367187492e-15
18054234670.54854,2.25,0.002639684351557644,9.198079934366322e-13,6.04894736821738e-15
18254934309.91022,2.25,0.003105736763952285,9.769354565123001e-13,5.177923386360655e-15
18100712084.44589,2.25,0.002793734929221727,9.25647645032628e-13,5.768372160703023e-15
18789130762.25581,2.25,0.003111337019208405,9.443407884909824e-13,5.011711111874495e-15
19030909358.55486,2.25,0.002263358877718141,7.869709895942959e-13,6.298019088259675e-15
18396896230.58401,2.25,0.003135933510292352,9.508656369085247e-13,5.080263849719242e-15
18081365897.76809,2.25,0.003029101375093665,1.252178580241743e-12,5.373121547858198e-15
18177780382.73524,2.25,0.002254475328551883,9.001418705675191e-13,6.617787821780984e-15
