radius,mass,logT,logRho,logP,logL,mu,log_opacity,eps_nuc,h1,he4,c12,o16,gradr,grada,mixing_type
8.4710786743343e-05,1.9531648567962353e-06,9.371689868702234,6.655722310061848,23.789969077780817,6.4833434199276425,1.8672688212457216,-1.4459073171336858,3751991770114.093,0.0,1.847137975095763e-10,7.88154804812221e-08,0.10050021752537062,8541680.40620326,0.26312650599718523,1.0
0.00010673025420270056,3.906328201743896e-06,9.371677562914877,6.655689002259392,23.78992233378917,6.784126793070261,1.8672688175891166,-1.4458959531997753,3748399335880.575,0.0,1.8455030335146834e-10,7.877915719139484e-08,0.10050025157159545,8537078.576667668,0.2631272666743861,1.0
0.00013447459150189804,7.812654884699564e-06,9.371662911472095,6.655649344746937,23.789866678992205,7.084740044791685,1.8672688132376194,-1.4458824233589689,3744126642612.059,0.0,1.8435583347601945e-10,7.873594191341444e-08,0.10050029208788816,8529279.146087112,0.26312817234232694,1.0
0.0001694332876884831,1.5625308250611282e-05,9.371639652035507,6.655586387215599,23.78977832549312,7.385095847921775,1.8672688063330478,-1.4458609451157554,3737353537325.2617,0.0,1.8404752123611083e-10,7.866740070605913e-08,0.10050035637557969,8516663.064243728,0.263129610139555,1.0
0.00021348448391093677,3.1250614982434715e-05,9.371602725744026,6.655486435642745,23.789638055751833,7.685049245234181,1.867268795380484,-1.4458268482032852,3726625542149.533,0.0,1.83559088142371e-10,7.855874971117717e-08,0.10050045835374377,8496548.891407982,0.2631318928449185,1.0
0.0002689974871807344,6.250122844052895e-05,9.37154409830901,6.655327740556898,23.78941534809926,7.984366914636024,1.8672687780140629,-1.4457727169373058,3709655356416.065,0.0,1.827862190584645e-10,7.838666066983671e-08,0.10050062005080561,8464651.988090158,0.26313551727739243,1.0
0.0003389634328128851,0.00012500245536226852,9.371451006393993,6.655075747666934,23.789061712761306,8.282676745093896,1.8672687504962393,-1.4456867743660846,3682866040888.4097,0.0,1.8156556647657867e-10,7.811445313221621e-08,0.10050087626698281,8414225.872375099,0.2631412728809907,1.0
0.00042716292403535363,0.0002500049092029782,9.371303165001388,6.654675531887455,23.788500076997313,8.579386842380186,1.8672687069392568,-1.44555031240808,3640713784600.4526,0.0,1.7964343100052995e-10,7.76847799538386e-08,0.10050128182343696,8334760.262473646,0.2631504148328756,1.0
0.0005041979700078015,0.0004108346542274709,9.371124170516952,6.654191071665299,23.78782017855171,8.79061039372865,1.8672686544773218,-1.4453851509224567,3590322624833.581,0.0,1.7734307270606655e-10,7.716954921786827e-08,0.10050177029536395,8252915.294263076,0.26316148976902004,1.0
0.000563006607532418,0.0005716643992519637,9.370953355263591,6.653728825767533,23.787171421691724,8.930197091343612,1.8672686046825433,-1.445227591751892,3542883041985.6343,0.0,1.7517490401472993e-10,7.668278069373046e-08,0.10050223393475237,8182803.082368975,0.2631720649774226,1.0
