radius,mass,logT,logRho,logP,logL,mu,log_opacity,eps_nuc,h1,he4,c12,o16,gradr,grada,mixing_type
3.078040158083942e-05,1.953164824383123e-06,9.681395009898301,7.974715610897739,25.41599390181785,-0.8909671815384324,2.049527998150353,-2.0637994036814886,5756531457947.887,6.64222545398798e-32,0.0009829374341695984,5.60719347002357e-09,1.1151939481480025e-08,0.21209445233139226,0.25793603267228044,2.0
3.878160169359425e-05,3.906328169330784e-06,9.681381410070642,7.9746665152114655,25.41593046125238,-0.589825723957703,2.049524024400555,-2.0638076950010977,5754851373214.988,6.640684395584436e-32,0.000982549553742515,5.6027408999862745e-09,1.1144129391774389e-08,0.21214138186781464,0.2579361933414644,2.0
4.886330962570774e-05,7.812654852286455e-06,9.681365214444835,7.9746080660073275,25.41585492566362,-0.2858365147964945,2.0495193156422205,-2.063817569578886,5752862389089.869,6.638788648986068e-32,0.000982087476219183,5.597438237977415e-09,1.1134824143791981e-08,0.21357975042359476,0.25793638471727987,2.0
6.156708285950576e-05,1.5625308218198174e-05,9.681339455436753,7.974515298557841,25.415735008678457,0.015511658731746703,2.049511815004364,-2.0638332835797506,5749700661763.78,6.63572521712074e-32,0.0009813522935191166,5.589009977310928e-09,1.1120031986899616e-08,0.21371707903645942,0.2579366907624201,2.0
7.757604751559314e-05,3.1250614950021624e-05,9.68129863952328,7.974367969448307,25.41554462355415,0.31732377037819504,2.049499914200632,-2.063858178195512,5744672787623.886,6.630952994378407e-32,0.0009801898317231548,5.5756922593081535e-09,1.1096656566421681e-08,0.21407166109322218,0.25793717242212444,2.0
9.775249320902733e-05,6.250122840811587e-05,9.681233821516408,7.9741340551767745,25.415242334079252,0.618998333224483,2.049481040263247,-2.063897726351109,5736700486286.488,6.62326169791219e-32,0.0009783458045525594,5.554598768196353e-09,1.1059615120916934e-08,0.21434091173403375,0.2579379369997058,2.0
0.0001231860488741083,0.00012500245532985545,9.681130847812543,7.9737626403034785,25.414762298554017,0.9206237600594879,2.0494511354470597,-2.063960591782131,5724074207900.808,6.610677613904704e-32,0.000975421011770091,5.521224766014675e-09,1.1000961205471728e-08,0.21455762260535688,0.257939151430491,2.0
0.00015525599696258882,0.0002500049091705652,9.680967207894879,7.973172789308134,25.413999833662782,1.0918912077445448,2.04940380132707,-2.064060583644389,5704234966351.149,6.588744954607623e-32,0.0009707839029084276,5.4685191820335434e-09,1.090821433474314e-08,0.15902285171936442,0.25794108003720084,2.0
0.00018327718971778556,0.000410834654195058,9.680820300621761,7.97242486457644,25.413076738413142,-12.0,2.0493357262815457,-2.0641443968992004,5750470672417.766,3.828489251814363e-32,0.0009666909609652625,5.421184229597155e-09,1.0827753861118086e-08,-34.790953744316155,0.25794084137494067,2.0
0.00020565282988409438,0.0005716643992195736,9.711450415303002,7.950107386451254,25.412195867788263,-12.0,2.0463391078269715,-2.0430644984013684,36614355782849.516,2.393520886060157e-32,0.002985164071862245,4.3236576271084764e-08,7.815067179536103e-08,-397.27116956554767,0.25632644332727333,2.0
0.00023980876109522237,0.0008933238892713801,9.711206996420168,7.949197754180082,25.41103336500089,-12.0,2.046267292197462,-2.0431915305834734,36719851553009.47,2.3687183456731196e-32,0.0029614094063888435,4.2559557798706256e-08,7.707004831529284e-08,-466.3793680033151,0.25632698948441973,2.0
0.0002885065799503916,0.0015366428693722176,9.710810741767636,7.94764047537488,25.409061226305568,-12.0,2.0461381786099793,-2.0433968191030165,36969905451993.21,2.3692782266520278e-32,0.0029216990237929934,4.144030155479778e-08,7.528364917309126e-08,-426.1726045582916,0.2563269128320759,2.0
0.0003545842339692362,0.002823280829573893,9.710154293376203,7.945069747350827,25.405802984715173,-12.0,2.0459287812946707,-2.043738791916562,37372674335053.57,2.355066506009037e-32,0.0028570774907845558,3.9648060598002625e-08,7.240559279001189e-08,-268.264279965641,0.25632687205254506,2.0
0.0004415917849849722,0.005396556749980019,9.70904700926433,7.940924101542943,25.400503706742803,-12.0,2.045615019000372,-2.0443252196588064,37850597629714.8,2.1290369338195533e-32,0.002753820823424279,3.6857401810438936e-08,6.78685291072104e-08,-122.56747069312877,0.25632919934098686,2.0
