radius,mass,logT,logRho,logP,logL,mu,log_opacity,eps_nuc,h1,he4,c12,o16,gradr,grada,mixing_type
0.000690811820122206,1.9531638056310955e-06,8.658181578912403,3.921458942005773,20.45874708890077,-1.0024767830825296,1.7677132909869977,-0.997317873954156,0.010316986034181885,0.0,3.4619338409323816e-16,0.17395795355778212,0.7962464898872073,0.2612876029802944,0.26500522547079614,0.0
0.0008703736925430956,3.9063271505787494e-06,8.65817565825386,3.92144286395639,20.458724429354294,-0.7014492076306619,1.7677132909869524,-0.9973153679129707,0.010311643821422158,0.0,3.4612877564538573e-16,0.17395795355745847,0.7962464898892505,0.261288081950402,0.26500533242645563,0.0
0.001096613555502791,7.812653833534915e-06,8.65816860922188,3.9214237214598255,20.45869745113982,-0.4004230490427098,1.7677132909869202,-0.9973123842880822,0.010305287047602247,0.0,3.460518702816559e-16,0.1739579535576734,0.7962464898894926,0.2612888119602726,0.26500545975530576,0.0
0.0013816698088481493,1.5625307199447626e-05,8.658157419167592,3.921393333393422,20.458654624238218,-0.09939914303957002,1.7677132909868691,-0.9973076479567832,0.01029520390219532,0.0,3.459298225409461e-16,0.17395795355800592,0.7962464898899136,0.2612899547924092,0.2650056618789289,0.0
0.0017408417880798361,3.125061393127305e-05,8.658139655045524,3.921345092260524,20.45858663668542,0.20162118300549925,1.7677132909867854,-0.9973001292021457,0.010279217070910743,0.0,3.457361644803206e-16,0.17395795355851645,0.7962464898906586,0.2612917592484832,0.265005982733441,0.0
0.0021934172356672397,6.250122738937127e-05,8.658111453712817,3.9212685065079342,20.458478702948785,0.5026358192882631,1.7677132909866518,-0.9972881931818899,0.010253887793965927,0.0,3.454289547884298e-16,0.17395795355929206,0.7962464898919939,0.26129461491527295,0.26500649206543986,0.0
0.0027637207495957365,0.00012500245431111876,8.658066680484932,3.9211469147591074,20.458307343107613,0.8036414080168653,1.767713290986433,-0.9972692440693329,0.010213801344101917,0.0,3.4494180180086784e-16,0.17395795356045268,0.7962464898944185,0.2612991340705994,0.2650073005971457,0.0
0.003482446560306471,0.0002500049081518444,8.657995591291671,3.920953850885846,20.458035261535827,1.1046325958219807,1.767713290986078,-0.9972391595425113,0.010150472509539866,0.0,3.441697828739643e-16,0.17395795356215157,0.7962464898988758,0.26130627667504275,0.2650085841040663,0.0
0.004109978212692682,0.0004108346531763567,8.657909550474967,3.9207202173297513,20.457705978051795,1.3203105007330518,1.7677132909856341,-0.9972027510981941,0.010074345712543155,0.0,3.4323778967635693e-16,0.1739579535639872,0.7962464899051961,0.2613139181562303,0.26501013891491226,0.0
0.00458887781510212,0.0005716643982008689,8.65782747041185,3.9204973704320967,20.457391872827223,1.4637492993375396,1.7677132909851996,-0.9971680222513066,0.010002251836005751,0.0,3.4235114164545274e-16,0.1739579535655511,0.7962464899119933,0.26132060819290354,0.2650116233390612,0.0
0.005326034273348352,0.0008933238882526689,8.657717148341682,3.9201977824342116,20.456969650927995,1.657554647993885,1.7677132909846045,-0.9971213494395249,0.009906155796542726,0.0,3.4116315972725226e-16,0.17395795356745178,0.79624648992191,0.2613321697539474,0.2650136158704199,0.0
0.0063834157842027365,0.001536642868353494,8.657526897319876,3.9196810895556586,20.456241495894574,1.8930117992556899,1.7677132909835525,-0.9970408767442327,0.009742582482845449,0.0,3.391245208156071e-16,0.17395795357019414,0.796246489941081,0.261351399793381,0.26501704966782624,0.0
0.00782214172829088,0.00282328082855514,8.657209013594601,3.918817632728735,20.455024767918513,2.157014748848806,1.7677132909817335,-0.9969064596155411,0.009475225838479746,0.0,3.357463913442753e-16,0.17395795357346536,0.7962464899780446,0.2613823899422694,0.2650227810410206,0.0
0.0097153589824171,0.005396556748961218,8.656689079400795,3.9174050136680343,20.453034471744825,2.438084570523859,1.7677132909786366,-0.9966867182291884,0.009053522382769177,0.0,3.302961720905675e-16,0.17395795357581723,0.7962464900493852,0.2614309837185657,0.2650321400757498,0.0
0.012160930323720055,0.0105431085897706,8.655848962125672,3.915121597974822,20.449817994673218,2.728457501356428,1.7677132909734048,-0.9963319521959516,0.008411101696318944,0.0,3.216828960422043e-16,0.17395795357304397,0.7962464901875367,0.2615050095297911,0.2650472244867197,0.0
0.0149887640355557,0.019632877375298,8.65460453683206,3.911739699936306,20.445053905874925,2.9977757832601886,1.7677132909652638,-0.9958071235522877,0.007541704488526728,0.0,3.09350671401665e-16,0.17395795355613403,0.7962464904354055,0.2616038494144057,0.26506958709669237,0.0
0.01911548176996373,0.040312223084651974,8.652475978534586,3.9059389754379383,20.43689514121437,3.3089030821967906,1.767713290950391,-0.9949112561239197,0.006256111969239773,0.0,2.8938155935583477e-16,0.17395795349566534,0.7962464909655569,0.2617563974257525,0.2651072441149269,0.0
0.024045977322850798,0.07903454985133992,8.649098490913339,3.896731946957616,20.42394795074589,3.5992232323406803,1.7677132908553572,-0.9934944720352215,0.004647877746228013,0.0,2.603989441263927e-16,0.1739579524537305,0.7962464960696511,0.2619418468307816,0.26516695886478164,0.0
0.026898706432298414,0.10953555833147251,8.645909537946878,3.8881405324313443,20.411787871362346,3.7395742704194816,1.7677132908499704,-0.9921620639844342,0.003509345676323581,0.0,2.3579884409325593e-16,0.173957952495375,0.7962464960956701,0.2620730279644037,0.2652274544714211,0.0
