radius,mass,logT,logRho,logP,logL,mu,log_opacity,eps_nuc,h1,he4,c12,o16,gradr,grada,mixing_type
1.3263644279088376e-05,1.953164657613368e-06,9.865729459261805,9.071549829619768,26.801886545136053,-1.7536513799707187,2.061893113466781,-2.1400305053405084,-771111048433333.8,9.871375474113873e-33,0.005743041691093912,2.7812906410399136e-07,8.716225632823123e-08,0.10868459545961202,0.2608317252559784,0.0
1.6711520252773014e-05,3.9063280025610305e-06,9.865721235053112,9.071490960802473,26.801810874834107,-1.4546044470460138,2.0618950201884805,-2.1400068632832836,-771042644989632.8,9.871942825706171e-33,0.005742770267759962,2.7808731981842694e-07,8.715237068394255e-08,0.10818520116811613,0.260831169817343,0.0
2.1055999299240877e-05,7.8126546841297e-06,9.865711488028529,9.07142085311979,26.801720776464048,-12.0,2.061897273249169,-2.139978715540079,-770962434615371.6,9.872648215990498e-33,0.005742455075051555,2.7803830616527256e-07,8.714082269542582e-08,-0.08242166462443049,0.2608305093433421,0.0
2.6530625701580885e-05,1.5625308050042564e-05,9.86572327684115,9.07130074299265,26.80157773767401,-0.8575392111623928,2.061888670370896,-2.1399390243471723,-771271080796464.4,9.869205973380143e-33,0.005746301483233851,2.7830142139398876e-07,8.722134083105947e-08,0.10690246043785984,0.2608303543674688,0.0
3.342985152387581e-05,3.12506147818683e-05,9.865699001415155,9.071123935799926,26.801350640198056,-0.6251370668527391,2.06189421782861,-2.1398681620812754,-771073568663313.6,9.870931590369819e-33,0.005745553164595313,2.78181457447334e-07,8.719327390113298e-08,0.09126017171157419,0.26082869921112256,0.0
4.2125657864966333e-05,6.250122823996864e-05,9.865666097649212,9.070841364918138,26.80099004636289,-0.2549029404598755,2.0619004831444903,-2.139756739577113,-770850593820540.8,9.8727378288548e-33,0.005745265376234059,2.7806166744130544e-07,8.716921435990962e-08,0.10699348969121829,0.2608262569315213,0.0
5.308829992395154e-05,0.00012500245516172044,9.865604838829592,9.07039552244619,26.800417387623664,-0.4121008259489279,2.0619144616058303,-2.139578368705053,-770352268967369.6,9.876992039006943e-33,0.005743369068022341,2.7775859296353115e-07,8.709820848961608e-08,0.037227385706629645,0.26082208890909536,0.0
6.548683101202703e-05,0.00023437960227894942,9.865573806409747,9.069727541807008,26.799583587364904,-12.0,2.0619088510646084,-2.1393294548152664,-770556322210003.9,9.873492029319961e-33,0.005749887164518737,2.780444547695571e-07,8.72057994529343e-08,-0.0574756787075847,0.26081791951567573,0.0
7.344884617972154e-05,0.00033041978152719635,9.865620278484348,9.069065531275328,26.798775088049883,-12.0,2.0619365994710854,-2.138938332622374,-821680832096998.1,9.939463134757023e-33,0.00575073117885496,2.777798401513518e-07,8.720499363417588e-08,-93296963.34903432,0.2608058587277642,2.0
7.899579695853383e-05,0.00041083465404084194,9.865462841735896,9.068604403676213,26.79815534303356,-12.0,2.061940614808702,-2.1388552683420743,-781493893230150.1,9.88716037369936e-33,0.005747856176226102,2.7748250188899563e-07,8.709954298830122e-08,-89575881.59855676,0.260806441102013,2.0
8.822312101397839e-05,0.0005716643990653576,9.86526374485324,9.068017502769479,26.797366726754355,-0.29634095622432144,2.0619467906381934,-2.1387470749869544,-732034762319255.6,9.803833641731296e-33,0.005743435174196012,2.7702578729421155e-07,8.693764414812306e-08,0.010603227029961585,0.260807033407255,0.0
0.00010244321214458149,0.0008933238891171646,9.865248756200009,9.066879775261407,26.79595237500541,0.7582492396898487,2.061969535413959,-2.13821672896214,-768410758027072.9,9.888470490703897e-33,0.005747927830973695,2.769113353135151e-07,8.698359459175329e-08,0.07678812718219472,0.2607936519738233,0.0
0.00012287987706602658,0.0015366428692180029,9.86506138707363,9.064953985138205,26.793510181682667,0.99658091121606,2.061995563353626,-2.137478184964227,-767473022799556.2,9.892974731483406e-33,0.005751587687014474,2.765388820636278e-07,8.694714465160605e-08,0.07707165962318839,0.2607783823175784,0.0
0.0001507765488752412,0.0028232808294196845,9.864746675982115,9.061729187798901,26.78942088689498,1.2640238613922636,2.062039073363406,-2.136249297165763,-765894010209538.0,9.89912579436681e-33,0.00575752878084633,2.7589958175216906e-07,8.688110807158154e-08,0.07730625568529328,0.2607528466094441,0.0
0.00018767992430897824,0.005396556749825826,9.864229044005988,9.056435280563997,26.78270898960114,1.5505748215090793,2.062109948107343,-2.1342535433403858,-763300904935226.5,9.905368077426697e-33,0.005767014062728153,2.7482669545944286e-07,8.676450870715195e-08,0.07766242820547646,0.26071115347847673,0.0
0.00023576121056150746,0.010543108590635333,9.86338528224263,9.047829978000689,26.771802017042308,1.8492304338631658,2.0622235851055177,-2.1310661959573376,-759087656575350.0,9.906146711010453e-33,0.005781756924914477,2.7302397718719986e-07,8.65539605556405e-08,0.07812300545201854,0.2606445925135334,0.0
0.00029208089092097573,0.019632877376163312,9.862119484966321,9.034977949516126,26.755519983657354,2.116316177209572,2.0623898702591963,-2.1264344748426907,-752791989042472.4,9.899069803378904e-33,0.005802142271038382,2.701924210947754e-07,8.618895063981241e-08,0.07622159377841356,0.2605470246741898,0.0
