frequency,magnetic_field,rho,total_power,TE11_power
18407120344.37942,1.5,0.00146514286987181,1.453752822599095e-13,7.1458360995271e-15
18171176608.54402,1.5,0.002830511468314228,1.763037633134998e-13,5.365908868480489e-15
18678124271.26571,1.5,0.003453980553187229,1.26818461870149e-13,4.19183343792113e-15
18245611960.82584,1.5,0.001683570879626058,1.521313615573714e-13,6.98777455465708e-15
18908151189.85219,1.5,0.002698029589855402,1.52798863115652e-13,5.278764995544753e-15
18819912656.52299,1.5,0.003197031459564806,1.567290394927725e-13,4.545099925298823e-15
18747630828.68669,1.5,0.002854156118922529,1.578003015384744e-13,5.097263612043388e-15
18941916993.83035,1.5,0.00141082800079511,1.470596463248427e-13,6.93642049487267e-15
18885040319.2263,1.5,0.002250907125255332,1.494001927212318e-13,5.936906649718057e-15
18478073021.22135,1.5,0.0001687602144409148,1.458467557058003e-13,7.91892721969709e-15
18530031025.75262,1.5,0.0025632335019872,1.567011426656352e-13,5.624905888190025e-15
18714091371.93786,1.5,0.003250587614287846,1.517358546652494e-13,4.494929318578604e-15
18498583033.69161,1.5,0.002926820357339499,1.797946147405042e-13,5.075366372340355e-15
18967964140.81042,1.5,0.002087235534574828,1.347315467054493e-13,6.127743095309893e-15
18026962596.85434,1.5,0.003283165170743664,1.576247107419711e-13,4.695108583457544e-15
18935983832.11509,1.5,0.002024997410296523,1.407480512937153e-13,6.222509819708578e-15
18954537522.59761,1.5,0.00170583340353279,1.397785790491346e-13,6.610376231666692e-15
18835492510.61281,1.5,0.0009258181251527272,1.405119339919823e-13,7.401916422213174e-15
18494995336.58348,1.5,0.003078117282730668,1.792780514553801e-13,4.838557842772455e-15
18771798316.32697,1.5,0.003072304619288055,1.692397218509e-13,4.752696516441475e-15
18573777496.92512,1.5,0.002813094145196578,1.616499056738932e-13,5.224102269220133e-15
18063176397.30909,1.5,0.002772412139733894,1.939158563014867e-13,5.511349594915547e-15
18488615528.812,1.5,0.003114777933995293,1.767936588813045e-13,4.783041377823921e-15
18848863910.08521,1.5,0.0005144204983307201,1.321658572835336e-13,7.62184827875372e-15
18767201214.58709,1.5,0.002764439937562102,1.552361416287447e-13,5.227596141352649e-15
19048931356.44906,1.5,0.002022076950858692,1.298381031403775e-13,6.182081759170721e-15
18159195730.30728,1.5,0.002723771068033113,1.711694204590968e-13,5.541997236217216e-15
18067828353.29028,1.5,0.001801601306138004,1.572020176394634e-13,6.947632235241208e-15
19050002327.51622,1.5,0.002098136465763749,1.311358073420817e-13,6.081799092909743e-15
18496738630.60281,1.5,0.001918170311376585,1.604347734058429e-13,6.557075697868079e-15
18772189821.44461,1.5,0.001928014600283201,1.480398358641527e-13,6.416609178153331e-15
18144756946.93651,1.5,0.002703069098898899,1.802503796328387e-13,5.581904322620678e-15
18617670098.4167,1.5,0.00273853797640074,1.555747061459919e-13,5.322369874751824e-15
18602117928.57689,1.5,0.002855669632795053,1.673165580312022e-13,5.147387298962464e-15
19027297653.33611,1.5,0.001636811402705532,1.349831615348917e-13,6.658841380118988e-15
18014822233.69115,1.5,0.002769263813284628,1.821617918127393e-13,5.541019774687063e-15
18619995389.00403,1.5,0.002797630942385783,1.571541708651939e-13,5.230517380176664e-15
18172819917.44054,1.5,0.002677452990046799,1.695983116453668e-13,5.608834226125519e-15
18844143568.27758,1.5,0.002941799035448137,1.888572975080941e-13,4.930159594196994e-15
18700433336.67148,1.5,0.002965136252976223,1.841378103036985e-13,4.942407075783211e-15
18074766774.7655,1.5,0.003024477595946509,1.936543678462236e-13,5.09667882881277e-15
18181724888.33086,1.5,0.003413013301814441,1.361605570497319e-13,4.422012164907033e-15
18376061269.38319,1.5,0.003444098000084448,1.493791240945758e-13,4.302768889177015e-15
19055041738.8926,1.5,0.002957980194064947,1.494000928161396e-13,4.839540987253241e-15
18610773426.68029,1.5,0.0005923270821248204,1.41633628837076e-13,7.714257197464542e-15
18532188420.92623,1.5,0.003119448824659814,1.695045463922782e-13,4.760109515852061e-15
18434578970.82257,1.5,0.001237232590691998,1.43448171622082e-13,7.359537727156301e-15
18941648176.21181,1.5,0.00244571422456814,1.390017024128252e-13,5.638886174286837e-15
18592452620.50251,1.5,0.002863600799712439,1.830330676634243e-13,5.138674163909061e-15
18055471607.04372,1.5,0.002810759161916112,1.953185972191315e-13,5.45331504111405e-15
18224903286.28121,1.5,0.00293533272838368,1.868154791511764e-13,5.173570613084236e-15
18826001430.47229,1.5,0.00269769935555396,1.490852225143766e-13,5.307865030055443e-15
18793117952.47411,1.5,0.0004915980708698934,1.292238817405571e-13,7.65922040798371e-15
18090184697.85183,1.5,0.002919450340639198,1.90457256061994e-13,5.260385666342947e-15
18287600465.43824,1.5,0.002847477642317799,1.857327538443387e-13,5.286579827549493e-15
18513292992.97824,1.5,0.002529634768252108,1.569846074080878e-13,5.682741511461739e-15
19077992152.9336,1.5,0.002928178676403519,1.484726596630376e-13,4.877702438716807e-15
18616031923.98903,1.5,0.002818778843937453,1.646956025731543e-13,5.199336818149644e-15
18055330259.03249,1.5,0.002288517344880354,1.746006400505843e-13,6.271629872905966e-15
18719386874.29989,1.5,0.002505027009428833,1.605198216372043e-13,5.635606845808387e-15
18009073276.87749,1.5,0.002784789317172184,1.87821891431309e-13,5.518849189272439e-15
18716739125.52023,1.5,0.002338973303706699,1.639799199332547e-13,5.879105027762026e-15
18060001572.897,1.5,0.001420650942558856,1.574337508100242e-13,7.406626390970697e-15
18823483718.35185,1.5,0.003495275809963749,1.231239220766032e-13,4.087625803656693e-15
