radius,mass,logT,logRho,logP,logL,mu,eps_nuc,h1,he4,gradr,grada
0.0011233464719598667,7.813019307876341e-08,7.135025638799165,1.890077282672245,17.15426961103447,-5.904359425484737,0.6203911655215371,30.796686342519166,0.6992365113400848,0.2805595237490903,0.7333388728025345,0.3966382852378444
0.0014153313467653147,1.562604094718767e-07,7.135021492488408,1.8900710044937794,17.15425915740344,-5.603361973253012,0.6203911656701585,30.792060150537065,0.6992365113400848,0.2805595237490903,0.7333012778776048,0.3966382896033185
0.0017832130650547377,3.12520842813207e-07,7.135016556026048,1.8900635298638682,17.15424671161534,-5.302387069425534,0.6203911658495984,30.78655335182396,0.6992365113400847,0.2805595237490902,0.7332359268113193,0.3966382948001635
0.002246722511943852,6.250417094958675e-07,7.135008719731091,1.890051664369669,17.154226954748104,-5.001446241644118,0.6203911661400294,30.777813910279686,0.6992365113400848,0.28055952374909016,0.7331293674428088,0.3966383030485715
0.0028307227938206008,1.2500834428611883e-06,7.13499628001745,1.890032828428478,17.154195591657597,-4.7005586427777235,0.6203911666151433,30.763946098644023,0.6992365113400848,0.2805595237490901,0.7329588432004248,0.3966383161394008
0.0035665469399731387,2.5001669098138715e-06,7.134976532273028,1.8900029266218443,17.154145803299294,-4.399755098868071,0.6203911674048299,30.74194538941678,0.6992365113400848,0.2805595237490899,0.7326875642910948,0.39663833691297495
0.004493687043058454,5.000333843719239e-06,7.1349451823427055,1.8899554564012817,17.154066762775976,-4.099084740852623,0.6203911687478256,30.707054353277307,0.6992365113400849,0.28055952374908955,0.7322568870699014,0.3966383698717434
0.0056619299273103635,1.0000667711529972e-05,7.134895411535171,1.88988009189196,17.1539412775647,-3.798625623373777,0.6203911711051543,30.651751126826326,0.699236511340085,0.28055952374908893,0.731573821301773,0.39663842214699485
0.006783882190288569,1.7199137551741247e-05,7.13483115273374,1.8897827906824618,17.153779265780805,-3.563809288050596,0.6203911745583417,30.5805116718377,0.6992365113400851,0.28055952374908816,0.7307862506276286,0.39663848954815
0.007622719863354569,2.439760739195252e-05,7.134767841947498,1.8896869282456565,17.153619647435224,-3.412532999457104,0.6203911784125202,30.510501716124416,0.6992365113400852,0.2805595237490873,0.7301171523145704,0.3966385558538535
0.00889780801250108,3.879454707226405e-05,7.134683304740413,1.8895589153641137,17.15340650282121,-3.212101995808644,0.6203911842543838,30.417293572613428,0.6992365113400855,0.28055952374908616,0.7289391813071353,0.3966386442353239
0.010707903821920653,6.758842643288711e-05,7.134538399831655,1.889339476483772,17.15304113965096,-2.9726841814395164,0.6203911961213139,30.2582536763289,0.6992365113400858,0.28055952374908405,0.726942019817889,0.3966387953133085
0.01315256666007379,0.00012517618515424424,7.134297414113409,1.8889745032230867,17.152433484512542,-2.707812795630795,0.6203912210391337,29.995783528373995,0.6992365113400866,0.2805595237490804,0.7236578853480997,0.39663904539013584
0.016353014425417974,0.0002403517025969585,7.133904581725609,1.8883794730270738,17.151442854614587,-2.4289860011580595,0.6203912755199898,29.573288733914023,0.6992365113400877,0.280559523749074,0.7183747291184278,0.3966394498541538
0.020470648897115473,0.000470702737482165,7.133271519523343,1.8874203461463124,17.149846199277977,-2.144289326692025,0.6203913993858264,28.906166199711592,0.6992365113400897,0.28055952374906307,0.7100111001701831,0.39664009319981175
0.024975534568233128,0.0008530151023301247,7.132372281588213,1.8860579132089066,17.147578172693947,-1.8956598456019589,0.6203916515267516,27.98697834549855,0.6992365113400928,0.2805595237490466,0.6990939347444879,0.39664098868546216
0.03156712688878159,0.0017154865245372515,7.130868508066488,1.8837772290117039,17.143783030192786,-1.6096882129586385,0.620392269509967,26.52124683293319,0.6992365113400983,0.2805595237490177,0.6796676100257629,0.39664243805484783
0.03589749042910308,0.002515121384356015,7.129270061923144,1.881357516461595,17.13975349778208,-1.45662737598173,0.6203931907311406,25.056523604691222,0.6992365113401047,0.2805595237489858,0.6656316471634706,0.39664391224035944
0.03939321110219502,0.00331475624417489,7.127910177244026,1.879298647920687,17.13632501063969,-1.348366240468867,0.6203941786441458,23.881363609799255,0.6992365113401102,0.2805595237489584,0.6535012077902074,0.3966451167575248
0.04409322223401332,0.004629536230151169,7.126263075064309,1.87680211744848,17.13216948511026,-1.2204805727106243,0.6203956109709048,22.539913143894157,0.6992365113401171,0.28055952374892507,0.6360530600754845,0.3966465227188358
0.04798382942203516,0.005944316216127559,7.124420590552125,1.8740128051622227,17.12752430187103,-1.127328833881228,0.6203974973951368,21.13926241210384,0.6992365113401251,0.280559523748888,0.6209457833605301,0.39664803885997235
0.05207358968804068,0.007565490882728839,7.122517256241849,1.8711298726664984,17.12272405208637,-1.0399357334376778,0.6203997253035138,19.7950382093847,0.6992365113401333,0.28055952374885007,0.6045067268068709,0.3966495658700274
0.05562817055177309,0.009186665549330118,7.120566142877553,1.8681764484196581,17.117805032174648,-0.9715575495984778,0.6204022627003727,18.51746151082852,0.6992365113401421,0.280559523748812,0.5899112650068012,0.3966511179430611
0.05879784850775196,0.010807840215931397,7.118726748790675,1.8653923222923896,17.113167694000225,-0.9158411867301661,0.6204048476250158,17.39908691778757,0.6992365113401504,0.28055952374877674,0.5767349346919928,0.3966525985247384
0.06167502359256099,0.012429014882532676,7.116974812289018,1.8627407270594563,17.108750866672825,-0.8691374917312205,0.6204074418786769,16.405887489299907,0.6992365113401584,0.280559523748744,0.5647000924123613,0.39665403893187523
0.063278604806251,0.013396371759034506,7.115633351759216,1.8607124772660502,17.10537092290851,-0.8445757270028887,0.6204094924074599,15.689865266438405,0.6992365113401644,0.2805595237487195,0.5579902444674175,0.39665516299983805
0.06480989185466132,0.014363728635536447,7.114652117098607,1.8592274664045862,17.10289714731789,-0.8220515302141939,0.6204110182958658,15.189124683591828,0.699236511340169,0.28055952374870186,0.551584912244343,0.3966559972496629
0.06768623043245567,0.016298442388539884,7.11320901479559,1.8570404566667083,17.099255894937016,-0.7820788260697825,0.6204132926481106,14.48621456295915,0.6992365113401755,0.2805595237486762,0.5395612328666477,0.39665724063791724
0.07035345130918334,0.018233156141543437,7.111354619207223,1.8542340933515113,17.094580808477996,-0.7475343567136589,0.6204162548062755,13.63859061566626,0.6992365113401842,0.2805595237486438,0.5284804733978846,0.39665885600356815
0.0728474927518911,0.020167869894546987,7.109558307219001,1.851515680379314,17.09005217609745,-0.7172699232385656,0.620419156363143,12.873034925389598,0.6992365113401925,0.280559523748613,0.5182111665994061,0.3966604270787064
0.07541804611799144,0.0222918719833536,7.1077263493945075,1.8487426605393182,17.085433003438514,-0.6879994727874498,0.6204221455655323,12.144500645216302,0.699236511340201,0.28055952374858223,0.507745251432486,0.39666201856323036
0.07783959115218234,0.024415874072160212,7.105861333008523,1.8459202965379,17.080731197098718,-0.6620919534657004,0.6204252252685827,11.453132007480455,0.6992365113402098,0.2805595237485518,0.4980223991922812,0.3966636075614344
0.08024758981054346,0.026648626620192142,7.103995145852493,1.8430957550159193,17.076026073635354,-0.6378315905044353,0.6204283578305027,10.808417707693822,0.6992365113402185,0.2805595237485222,0.4885051522295152,0.396665145423891
0.08253357770209009,0.02888137916822407,7.1021266837054675,1.8402680998131598,17.071315616605418,-0.6161015469425102,0.6204315663047415,10.206679861453091,0.6992365113402272,0.28055952374849363,0.4796278937648036,0.3966666115243704
