frequency,magnetic_field,rho,total_power,TE11_power
18997187344.50646,2.25,0.003246715134262257,9.134196608541169e-13,4.741096387370833e-15
18633038984.26853,2.25,0.0002140140139764766,8.271677814375374e-13,8.34168383404615e-15
19085825828.35685,2.25,0.002994456825851379,8.116925772256409e-13,5.133142886009271e-15
18961616431.74092,2.25,0.002907139438606706,8.237142144005282e-13,5.304243959201031e-15
18351405943.68515,2.25,0.003106510404096388,1.004325798235203e-12,5.1444387906066e-15
18918402849.13174,2.25,0.002840355626118875,8.508223099707116e-13,5.423712248035707e-15
18421684172.39136,2.25,0.001724840498609233,8.63234982225512e-13,7.267213889986989e-15
18053946362.48545,2.25,0.002580224715971568,9.182272302770684e-13,6.148551052362929e-15
18361704706.94963,2.25,0.003141125638864923,1.006097985698078e-12,5.082565429492126e-15
18150210375.54183,2.25,0.002992980732514041,9.666981119267586e-13,5.408442877101541e-15
19059981973.88471,2.25,0.003393640115396622,7.237801821047097e-13,4.489434046950547e-15
19064664506.1326,2.25,0.002557963302410659,8.094125441194836e-13,5.837990695279253e-15
18253161373.80694,2.25,0.001673044614955417,8.764407557215334e-13,7.412313034289472e-15
19022681014.5343,2.25,0.002315427290158831,7.954140075666246e-13,6.22238307294369e-15
18771047665.71553,2.25,0.003347092600143291,7.48837217133243e-13,4.627312005364833e-15
18787843289.56773,2.25,0.001265441736699923,8.091533111153835e-13,7.643720300202766e-15
19062890836.26434,2.25,0.001838570511987384,7.825997673930295e-13,6.885264377788877e-15
18890891062.52074,2.25,0.002562035414255435,8.591550489051982e-13,5.878087022062877e-15
18607989862.4142,2.25,0.003142282673449755,9.49574063652545e-13,5.0078756199162e-15
18257581487.7006,2.25,0.001635548730544417,8.625401406724662e-13,7.457696827115773e-15
18621851838.75467,2.25,0.001939117869238328,8.219181518854322e-13,6.898213717820403e-15
18511733568.6877,2.25,0.001643146990097719,8.942442734938189e-13,7.332017195926081e-15
18779307289.00435,2.25,0.003212730288712939,8.959908363799326e-13,4.846691019651229e-15
18300743002.1293,2.25,0.001224044068249621,9.186116557487423e-13,7.900133301668972e-15
18619309911.36453,2.25,0.002019948028067159,8.197056771123801e-13,6.785548565849456e-15
